선명,역명칭,환승선명,환승이후역명,weight,엘리베이터,리프트,전화번호,휠체어경사로
5호선,하남풍산,5호선,하남시청,1,1,,,
5호선,하남시청,5호선,하남검단산,1,1,,,
5호선,하남검단산,5호선,하남검단산,1,,,,
수인분당,신갈,수인분당,기흥,1,1,,,
수인분당,기흥,수인분당,상갈,1,1,,,
수인분당,상갈,수인분당,청명,1,1,,,
수인분당,청명,수인분당,영통,1,1,,,
수인분당,영통,수인분당,망포,1,1,,,
수인분당,망포,수인분당,매탄권선,1,1,,,
수인분당,매탄권선,수인분당,수원시청,1,1,,,
수인분당,수원시청,수인분당,매교,1,1,,,
수인분당,매교,수인분당,수원,1,1,,,
수인분당,수원,수인분당,고색,1,1,,,
수인분당,고색,수인분당,오목천,1,1,,,
수인분당,오목천,수인분당,어천,1,1,,,
수인분당,어천,수인분당,야목,1,1,,,
수인분당,야목,수인분당,사리,1,1,,,
수인분당,사리,수인분당,한대앞,1,1,,,
수인분당,한대앞,수인분당,중앙,1,1,,,
수인분당,중앙,수인분당,고잔,1,1,,,
수인분당,고잔,수인분당,초지,1,1,,,
수인분당,초지,수인분당,안산,1,1,,,
수인분당,안산,수인분당,신길온천,1,1,,,
수인분당,신길온천,수인분당,정왕,1,1,,,
수인분당,정왕,수인분당,오이도,1,1,,,
1호선,탕정,1호선,배방,1,1,,,
8호선,복정,8호선,남위례,1,1,,,
8호선,남위례,8호선,산성,1,1,,,
8호선,산성,8호선,남한산성입구,1,1,,,
8호선,남한산성입구,8호선,단대오거리,1,1,,,
8호선,단대오거리,8호선,신흥,1,1,,,
8호선,신흥,8호선,수진,1,1,,,
8호선,수진,8호선,모란,1,1,,,
8호선,모란,8호선,모란,1,1,,,
7호선,산곡,7호선,산곡,1,1,,,
7호선,석남,7호선,석남,1,1,,,
인천1호선,송도달빛축제공원,인천1호선,송도달빛축제공원,1,,,,
6호선,신내,6호선,신내,1,1,,,
